title,username,route,itinerary,departure_date,days,tags,cost,photo_count,text_content,image_content,views,likes,favorites,comments,shares,url,trip_days
套马汉子千里走单骑～桂-湘-晋-豫,pbgj9707,途经：阳朔>桂林>长沙>大同>新乡>洛阳,行程：阳朔>阳朔烟雨蓝湾观景度假酒店(阳朔高铁站20元人民币景区店)>桂林兴坪漓江(20元人民...,2024-11-15 出发,共9天,环游 购物 美食 古镇 冬季,人均5000元,781张照片,⛰️潮汕地区不仅历史文化底蕴深厚，并且美食超标，如果有机会一定要去。我们这一次的旅行是极限特种兵，并且是自驾，行程比较紧，可以适当放缓节奏，增加天数，那祝大家旅行愉快咯！,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_9b26457b098031989f3991a2061fbe8f.jpg_160x120x95_decbb433.jpg,1.1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7876317,共9天
【浙东】又见宁波│古镇古建深秋巡礼（公交游记攻略）,太空精灵儿,途经：宁波,行程：庆安会馆>月湖公园>韩岭老街>东钱湖>浴室>老外滩>藏经楼>财神殿>南塘老街,2024-11-27 出发,共8天,深度游 漫游 古镇 赏秋,人均2000元,427张照片,回酒店休息到12：00退房存下行李，到不远的“三横王生煎“店团了一份生煎5个、一大碗黑米圆子粥，加上自助小咸菜，才12元多。生煎和红豆圆子粥都好吃，特别是圆子粥，糯糯稠稠有点儿甜，最是宁波味道。什么米线面条就不那么带劲儿了。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_0d1585a1455e482fae77962c25ebd372.jpg_160x120x95_410279e6.jpg,1.4万,0,0,0,0,https://travel.qunar.com/travelbook/note/7876161,共8天
【浙东】临海古城-国清古刹│深秋台州行（公交游记攻略）,太空精灵儿,途经：天台>临海>台州,行程：国清寺>国清景区>紫阳街>石梁飞瀑>龙兴寺>台州府城墙>台州府城文化旅游区>临海站...,2024-11-22 出发,共5天,深度游 古镇 赏秋,人均1500元,248张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_d65a9c57049fed3416e0ca5978c5f7f2.jpg_160x120x95_bd964a61.jpg,1.2万,0,0,0,0,https://travel.qunar.com/travelbook/note/7876039,共5天
【东京6天休闲之旅】,Billywlyiu,途经：日本(东京Tokyo 大岛町Oshima machi),行程：新宿>浅草>里士满浅草国际酒店(Richmond Hotel Premier Asakusa International)>浅草...,2018-05-20 出发,共6天,None,人均12000元,151张照片,PS : 这份攻略是在2018年发布的，但不知道为何在疫情期间就开始不能在平台上阅读，所以现在整理后再重新在平台上发放，谢谢大家支持🙏🙏,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_126c5535fe1f75f54929c21347d2e46a.jpg_160x120x95_1f6a5264.jpg,1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7876028,共6天
套马汉子“游骑兵”之旅～记第十五届中国国际航空航天博览会（珠海）,pbgj9707,途经：珠海>上海,行程：第十五届中国航展>火庐青旅(普陀寺店)>珠海富瑜湾假日酒店(奥园体育中心店)>金湾机场...,2024-11-11 出发,共4天,深度游 冬季 第一次,人均5500元,552张照片,本次航展真的值得我回味终生，真的把我这多年的梦想变成现实……时间虽短，但无遗憾！！！,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_442a49537c917ffc940ff7f0b8182e4f.jpg_160x120x95_32abbf0d.jpg,1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7875773,共4天
河南旅游7人行程及费用参考,去哪儿用户,暂无数据,暂无数据,2024-05-06 出发,共8天,五一 自驾 第一次,人均4300元,15张照片,1.回程早5:30开封出发，6：30左右到达郑州新郑机场还车、换票、安检。开封到机场77公里，1小时14分左右。MF8045 郑州—大连  10:20 2.午餐：飞机提供。3.12:20落地大连周水子机场。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_4eaa6edfc7676fbbb6731554cc4f37fc.jpg_160x120x95_71b47130.jpg,1.1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7875624,共8天
1日游,MC凯运-旅行...,途经：丽江,行程：丽江古城,2024-12-04 出发,共1天,深度游,人均38元,4张照片,1.回程早5:30开封出发，6：30左右到达郑州新郑机场还车、换票、安检。开封到机场77公里，1小时14分左右。MF8045 郑州—大连  10:20 2.午餐：飞机提供。3.12:20落地大连周水子机场。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_85065bf74894121de4bb681770b1d1b6.jpg_160x120x95_44dc3bcf.jpg,1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7875542,共1天
期待，一场属于七十五岁单身女士的梦幻南半球邮轮之旅,去哪儿用户,暂无数据,暂无数据,2024-12-20 出发,共91天,深度游 跨年 圣诞 第一次,None,154张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_13f4526072576956771d8194298b484f.jpg_160x120x95_62dd44bb.jpg,4206,0,0,0,0,https://travel.qunar.com/travelbook/note/7875309,共91天
1日游,MC凯运-旅行...,暂无数据,暂无数据,2024-12-01 出发,共1天,深度游 自驾 冬季,人均480元,2张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_5aba5313b3ad229c0e9bfd97ad1e013f.jpg_160x120x95_cfd1670d.jpg,9745,0,0,0,0,https://travel.qunar.com/travelbook/note/7875125,共1天
旅行的意义,喵星人要出游,途经：广州>珠海,行程：北京路步行街>越秀公园>望谷温泉度假村>广州塔>珠江>永庆坊>上下九步行街>陈家祠...,2024-11-14 出发,共7天,None,人均7000元,78张照片,回到酒店取上行李，预定好来送机的车也正好来了，酒店经理和前台小姐姐们一起送我们上车，仿佛送远行的家人，特别温暖，再强推一次这家酒店——美豪丽致酒店（拱北口岸富华里店），不是广告，真的是我们住的感觉挺好，性价比很高，推荐给大家！,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_48736da7c6876d2b8c4e890f79e04090.jpg_160x120x95_1887b113.jpg,9860,0,0,0,0,https://travel.qunar.com/travelbook/note/7875098,共7天
吉隆坡及周边5天4夜 马来西亚的夏天永不停歇,请叫我安大侠,暂无数据,暂无数据,2024-12-05 出发,共5天,深度游 美食 短途周末 夏季,人均5000元,135张照片,顶丰潮州豆花 怡宝的甜豆花很出名，这家店的冰豆浆、放满椰糖芋圆黑糯米对招牌豆花真的好吃爆炸即化，豆花配糖浆，嫩嫩滑滑非常解腻。除了这家还推荐——奇峰豆腐花、黎记怡保豆腐花、靓妈豆腐花、怡保豆霸、旺记祖传豆腐花,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_5f74e4b9b234583c1559bcc298297dff.jpg_160x120x95_ba48138a.jpg,9611,0,0,0,0,https://travel.qunar.com/travelbook/note/7874975,共5天
豌豆小朋友港珠广8日亲子游,豌豆麻麻乐一,途经：香港>深圳>珠海>广州,行程：游乐场>皇朝商务酒店(深圳福田口岸店)>福田口岸>星光大道>天星码头>太平山獅子亭...,2024-11-23 出发,共8天,圣诞 探险 第一次,人均8000元,73张照片,经济实惠的早班机，还可以看看日出！！！选左侧的位置，景色不错呢～～,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_3ffec27a2aa4fbc57e2f2bb313953f1c.jpg_160x120x95_140819a7.jpg,9782,0,0,0,0,https://travel.qunar.com/travelbook/note/7874799,共8天
乌兰察布,爱独行的女子,途经：乌兰察布>怀来,行程：乌兰察布博物馆>鸡鸣驿古城,2024-11-15 出发,共4天,None,None,145张照片,经济实惠的早班机，还可以看看日出！！！选左侧的位置，景色不错呢～～,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_99a93c2f0760c421f8610fabbbdd81a6.jpg_160x120x95_2c86fbae.jpg,9949,0,0,0,0,https://travel.qunar.com/travelbook/note/7874513,共4天
当累了的时候 走！让我们放轻松去……,行者Terry,途经：上海>温州>平阳>瑞安,行程：Shanghai Pass>陆家嘴>上海文化广场>瓯江>外滩>巨片电影酒店(平阳鳌江新河南路店)...,2024-09-02 出发,共5天,深度游 美食 摄影 夏季 探险,人均2320元,382张照片,平阳进、瑞安出、两城一岛的旅行结束了！码完本文，等于又重新游了一遍。O(∩_∩)O哈哈~,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_74c874c53ecf8377af7a29b641fc4469.jpg_160x120x95_6e62f3ea.jpg,8400,0,0,0,0,https://travel.qunar.com/travelbook/note/7873615,共5天
环西藏自驾游记——45天11700公里（318进317出）,aarontao,途经：上海>意大利(圣克罗切－卡梅里纳Santa Croce Camerina),行程：上海文化广场>闵行文化公园>Shanghai Pass,2024-09-11 出发,共45天,深度游 自驾 中秋节 国庆,人均15000元,150张照片,从南京出发再回到南京共花销约15000元。其中，燃油费+保养修车+高速费共约9000元，食宿+景区门票共约6000元。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_09e8e539b6042a4ba2ab40e43d1b6abb.jpg_160x120x95_2b37df3b.jpg,1.1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7873559,共45天
”宁.静“景德镇两天一晚的快乐之旅,carol-静,途经：景德镇,行程：陶溪川国贸饭店>景德镇中国陶瓷博物馆>御窑厂国家考古遗址公园>陶溪川文创街区>陶溪...,2024-11-16 出发,共2天,美食 赏秋,人均900元,114张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_40fb1be5c9b5eca951237aa8911ae663.jpg_160x120x95_9fe6bc37.jpg,1.2万,0,0,0,0,https://travel.qunar.com/travelbook/note/7873530,共2天
太原晋中四日行,zzh0828,途经：太原>平遥>晋中,行程：山西青铜博物馆>镇国寺>双林寺>平遥古城>城隍庙>晋商博物院,2024-11-17 出发,共1天,None,None,462张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_2de2a6484276651ce1196e5f8d97190a.jpg_160x120x95_8cf531c3.jpg,6845,0,0,0,0,https://travel.qunar.com/travelbook/note/7873466,共1天
重庆～与你再次相约,auxt7729,途经：重庆,行程：重庆十八梯传统风貌区>长江索道>二厂文创公园,2024-10-26 出发,共6天,None,None,73张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_761288f484befc3cf3c8536b392c7f76.jpg_160x120x95_2772cfd3.jpg,3672,0,0,0,0,https://travel.qunar.com/travelbook/note/7872981,共6天
处州与泰顺的廊桥之旅,去哪儿用户,途经：泰顺>丽水,行程：泰顺廊桥>玉龙山氡泉度假村>北涧桥,2024-10-09 出发,共12天,深度游 自驾,人均3500元,524张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_ced47b42c1a3a58ba7f976888c24cfd9.jpg_160x120x95_3e5cd72c.jpg,8220,0,0,0,0,https://travel.qunar.com/travelbook/note/7872626,共12天
神秘三星堆和神奇的九寨,票子许,暂无数据,暂无数据,2024-10-19 出发,共4天,None,None,165张照片,在之前研究行程的时候，有个叫松潘古城的地方挺吸引我的，于是决定去那玩一天，也免去从九寨回成都太晚太累。松潘古城始建于唐，迄今有一千余年历史，历史上是古代的军事重镇，海拔2850米。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_b3f84bcb897b2dcc929f0d06729f9768.jpg_160x120x95_ad397a46.jpg,4259,0,0,0,0,https://travel.qunar.com/travelbook/note/7872417,共4天
去东马上山入海（春节的澳门、沙巴、香港之旅）,Luluna,途经：澳门Macau>马来西亚(仙本那Semporna),行程：金莲花广场>大炮台>关前正街>大三巴牌坊>玫瑰圣母堂>议事亭前地>澳门伦敦人度假区,2024-02-07 出发,共10天,美食 潜水 登山 徒步 春节,None,146张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_620ab0af4d99a6c467c8ba8f175f7449.jpg_160x120x95_7ccb8f12.jpg,8976,0,0,0,0,https://travel.qunar.com/travelbook/note/7871914,共10天
潮州2天1夜平民党自驾游,佑仔大E了,途经：潮州,行程：潮州西湖,2024-10-29 出发,共2天,自驾 短途周末 摄影 赏秋,人均600元,11张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_20dacd594128088aa8224c285c62dc1f.jpg_160x120x95_d8a64d9e.jpg,9487,0,0,0,0,https://travel.qunar.com/travelbook/note/7871883,共2天
欢乐长白山之旅,圈圈圆圆圈圈...,途经：抚松>安图,行程：第一>长白山天池>长白山万达国际度假区>汉拿山温泉>小沙河观景台>长白山西坡景区...,2024-10-22 出发,共5天,温泉,人均5000元,85张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_d3cee75ad85fa6b17f154019d369dec9.jpg_160x120x95_aa71ac5b.jpg,7563,0,0,0,0,https://travel.qunar.com/travelbook/note/7871817,共5天
果冻海一眼万年！去过这里你可能再看不上别的地方了！,暴走姐妹花,暂无数据,暂无数据,2024-10-28 出发,共1天,None,None,103张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_6f2605dd369eebcc80a43c0a71284637.jpg_160x120x95_11056139.jpg,8119,0,0,0,0,https://travel.qunar.com/travelbook/note/7871750,共1天
在“世界屋脊”驰骋，八千里路措和岳,小猪xxhh,暂无数据,暂无数据,2024-09-13 出发,共9天,环游 自驾 中秋节 赏秋 徒步 第一次,人均7400元,704张照片,从西藏回来后的很长一段时间，我出现了严重的戒断反应，家人笑称我“中了西藏的毒”。具体表现就是不由自主地会去短视频平台关注行程中那些景点的近况，什么珠峰下雪了、羊湖收费了、天湖关闭了、南峰露脸了……只要是诸如此类的内容都乐此不疲。本来以为只有我一个人出现了这些症状，结果一打听，才发现同行的小伙伴都有类似的情况。至此我明白了，对于去过西藏一次的人，从现在起将是魂牵梦绕的又一个轮回。阿里大环线，等着我！,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_efd86ef5cf81da8a5d569abe08d3e916.jpg_160x120x95_7392956b.jpg,6962,0,0,0,0,https://travel.qunar.com/travelbook/note/7871723,共9天
庐山——只缘身在此山中,夏扬泩,途经：庐山市,行程：庐山风景名胜区>芦林湖>如琴湖>小天池>美庐别墅>庐山博物馆>龙首崖>望江亭>含鄱...,2024-09-30 出发,共3天,第一次,人均500元,91张照片,从庐山回来已一月之久，却总还是会心心念念。在这里，我见证了云雾缭绕的仙境，领略了瀑布飞流直下的壮观，感受了绿意盎然的生机。每处风景都在诉说着历史的沧桑与变迁。期待下一次与庐山的邂逅，愿那时，我们都能遇见更好的自己。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_28b51ced8f3d7ca988e38794a1047fd3.jpg_160x120x95_9803fba9.jpg,6539,0,0,0,0,https://travel.qunar.com/travelbook/note/7871708,共3天
三进秦岭，只为这个秋,时光画师Lee,途经：汉中>宝鸡,行程：兴汉胜境>汉文化博览园>秦岭>留坝老街>法门寺博物馆>中华石鼓园,2024-10-26 出发,共10天,深度游,人均5000元,134张照片,从庐山回来已一月之久，却总还是会心心念念。在这里，我见证了云雾缭绕的仙境，领略了瀑布飞流直下的壮观，感受了绿意盎然的生机。每处风景都在诉说着历史的沧桑与变迁。期待下一次与庐山的邂逅，愿那时，我们都能遇见更好的自己。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_0bf7c4fe71314b9573b6723cc48bb0b8.jpg_160x120x95_0eea5aa0.jpg,4238,0,0,0,0,https://travel.qunar.com/travelbook/note/7871645,共10天
新疆自驾游8天（乌鲁木齐-喀什地区-阿克苏）,dlgz0176,暂无数据,暂无数据,2024-10-16 出发,共8天,自驾 国庆 第一次,人均5000元,267张照片,新疆很多东西都可以邮寄回来，像葡萄树、正飞这么大品牌都是包邮的，就不用自己扛回来了。买干果的时候和老板谈谈价格，看看能不能给个包邮价。糕点这些，问了一家快递比较贵，20元/斤，寄顺丰，不合算，我就扛了一些回来，但是过安检容易碎。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_d2dab6de2396123193fa82d5f4af924c.jpg_160x120x95_b7204f98.jpg,5056,0,0,0,0,https://travel.qunar.com/travelbook/note/7871636,共8天
瑞士深度自助游攻略：火车畅行阿尔卑斯，轻松打卡经典与秘境,暴走姐妹花,暂无数据,暂无数据,2024-08-18 出发,共10天,漫游 探险,None,157张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_564cced38693a6711a1afe4c0bdb6597.jpg_160x120x95_610a63d5.jpg,6933,0,0,0,0,https://travel.qunar.com/travelbook/note/7871572,共10天
六日大阪自由行,fatfishvicky,途经：日本(大阪Osaka),行程：通天阁,2024-10-25 出发,共1天,购物,None,199张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_c97f664111049a0d8198ed035d1a77f0.jpg_160x120x95_be56164b.jpg,3384,0,0,0,0,https://travel.qunar.com/travelbook/note/7871571,共1天
天上瑶池 人间九寨🌊➕文物不言 自有春秋🙈——(九寨沟+三星堆),candy爱旅行,途经：九寨沟>阿坝>宁波,行程：九寨沟风景区>九寨沟沟口>汉庭(九寨沟店)>镜海>树正寨>诺日朗瀑布>熊猫海>犀牛海...,2024-10-19 出发,共3天,短途周末 赏秋,人均2000元,36张照片,一切文案 都不及亲眼所见,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_af3f76908f1ef80af739c18cd1c9614a.jpg_160x120x95_780eb00b.jpg,8710,0,0,0,0,https://travel.qunar.com/travelbook/note/7871161,共3天
漳州，龙海，福州6日自由行,carol-静,途经：漳州>福州,行程：中山公园>漳州古城>福州世茂洲际酒店>三坊七巷>小黄楼>林则徐纪念馆>南后街>烟台...,2024-10-11 出发,共6天,深度游 漫游,人均7000元,200张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_41ff2fb422718e6938af5be496011324.jpg_160x120x95_ed68448c.jpg,1.1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7871135,共6天
从上海摩登都市到姑苏诗意栖息地（2024.10.3-8）,sanmeib,途经：苏州>上海>昆山,行程：苏州站>山塘街>住宿>上海站>人民广场>上海虹桥站>外滩>虎丘山风景名胜区>虹桥国...,2024-10-03 出发,共6天,深度游 美食 古镇 徒步 国庆,人均2800元,754张照片,思陆亭的设计十分讲究，檐下设2字纹挂落，坐槛上设鹅颈靠，左右两边亭柱上悬挂一副对联：“湖上风光四季好，书中佳句繁星多”，体现了读书养性、玩景怡情的文化氛围。思陆亭不仅是可园的一个标志性景观，也是苏州古典园林中书院园林文化的体现之一。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_12121f0c58f32149604041335dda490a.jpg_160x120x95_d3b354dc.jpg,4998,0,0,0,0,https://travel.qunar.com/travelbook/note/7870268,共6天
【湖南】五天两城，收获湘北（公交游记攻略）,太空精灵儿,途经：长沙>岳阳,行程：岳麓山>岳阳楼>太平老街>岳麓书院>古麓山寺>五一广场>湖南博物院>白沙古井>巴陵...,2024-09-21 出发,共6天,深度游 漫游 美食 夏季,人均1800元,279张照片,思陆亭的设计十分讲究，檐下设2字纹挂落，坐槛上设鹅颈靠，左右两边亭柱上悬挂一副对联：“湖上风光四季好，书中佳句繁星多”，体现了读书养性、玩景怡情的文化氛围。思陆亭不仅是可园的一个标志性景观，也是苏州古典园林中书院园林文化的体现之一。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_19620a935a211f816e702ad410c65bfa.jpg_160x120x95_5bc49970.jpg,1.2万,0,0,0,0,https://travel.qunar.com/travelbook/note/7870265,共6天
【湖南】雾漫小东江，丹霞高椅岭｜惦记多年，夏末相见（公交游记攻略）,太空精灵儿,途经：郴州>衡阳,行程：雾漫小东江>苏仙岭>东洲岛>衡阳站>天王殿>大雄宝殿>高椅岭旅游区,2024-09-16 出发,共6天,深度游 夏季,人均1800元,136张照片,思陆亭的设计十分讲究，檐下设2字纹挂落，坐槛上设鹅颈靠，左右两边亭柱上悬挂一副对联：“湖上风光四季好，书中佳句繁星多”，体现了读书养性、玩景怡情的文化氛围。思陆亭不仅是可园的一个标志性景观，也是苏州古典园林中书院园林文化的体现之一。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_bc483e9fff37d38554431c8817af86f7.jpg_160x120x95_003b3de0.jpg,1.2万,0,0,0,0,https://travel.qunar.com/travelbook/note/7870199,共6天
西安特种兵自由行,TiTi,途经：西安>长春,行程：洒金桥>西安城墙>大雁塔>华清宫>秦始皇帝陵博物院(兵马俑)>骊山>《驼铃传奇》秀...,2024-10-01 出发,共6天,国庆 第一次,None,35张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_7c82e2cfd692f71f44ed5fb3a3957cb0.jpg_160x120x95_012b5aa8.jpg,9257,0,0,0,0,https://travel.qunar.com/travelbook/note/7870192,共6天
成都七日游，巴适得很,上善若水宁静...,途经：九寨沟>成都,行程：原始森林>武侯祠>宽窄巷子>锦里古街>春熙路>杜甫草堂,2024-08-18 出发,共7天,深度游 购物 美食 暑假,人均8000元,224张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_04907bef1e88b7370261e15c618fbece.jpeg_160x120x95_8e486908.jpeg,1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7870186,共7天
嘞个是重庆？？嘞个又不是重庆!!！,顺叔叔,途经：重庆,行程：千厮门大桥>洪崖洞>武隆天生三桥>仙女山国家森林公园>仙女山镇>龚滩古镇乌江画廊...,2024-09-15 出发,共8天,深度游 古镇 自驾 中秋节,人均4000元,187张照片,,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_125826343ebe5453eec0821df261cd88.jpg_160x120x95_73284c6c.jpg,8841,0,0,0,0,https://travel.qunar.com/travelbook/note/7870007,共8天
惠州-揭西棉湖三天两晚亲子行,向上-阳光,途经：惠州>揭西,行程：水东街>惠州西湖>红花湖,2024-10-04 出发,共3天,自驾 国庆,人均500元,171张照片,逛完解放路11点多，打卡网上推荐的特色点。桐坑粿条来揭西揭阳吃，都是地道的。这家本地人吃的很多，味道也确实不错，所以推荐给大家。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_b30c282c24119c7c1d09dd9d0453cec3.jpg_160x120x95_4445a783.jpg,6131,0,0,0,0,https://travel.qunar.com/travelbook/note/7869868,共3天
2日游,小凯爱旅行,途经：深圳>重庆,行程：深圳机场站>洪崖洞民俗风貌区>解放碑步行街>长江索道>磁器口古镇,2024-09-17 出发,共2天,None,人均600元,15张照片,这次从深圳到重庆的两日游，就像一场紧凑而又精彩纷呈的梦幻之旅。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_746da6622e67bcd82f7ee4ee787df382.jpg_160x120x95_ed3b28a1.jpg,8968,0,0,0,0,https://travel.qunar.com/travelbook/note/7869465,共2天
北京4日游,时光画师Lee,途经：北京,行程：前门大街,2024-09-25 出发,共4天,None,人均1200元,86张照片,这次从深圳到重庆的两日游，就像一场紧凑而又精彩纷呈的梦幻之旅。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_2e65cb7755f83e53e57e8ca0ed81a1a5.jpg_160x120x95_e25c1b1e.jpg,1.1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7869429,共4天
2024新疆(北疆)行,打卡中国走遍,暂无数据,暂无数据,2024-09-23 出发,共8天,None,None,437张照片,这次从深圳到重庆的两日游，就像一场紧凑而又精彩纷呈的梦幻之旅。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_85fac9ace9fbcd116424fa23cc3e3afe.jpg_160x120x95_c7f148df.jpg,8286,0,0,0,0,https://travel.qunar.com/travelbook/note/7869298,共8天
2024新疆(北疆)行,打卡中国走遍,暂无数据,暂无数据,2024-09-19 出发,共8天,None,None,410张照片,这次从深圳到重庆的两日游，就像一场紧凑而又精彩纷呈的梦幻之旅。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_85fac9ace9fbcd116424fa23cc3e3afe.jpg_160x120x95_c7f148df.jpg,9491,0,0,0,0,https://travel.qunar.com/travelbook/note/7869290,共8天
日本东北线伊豆、仙台、久慈、青森、东京7日游,the_jacy,途经：日本(伊东市Ito 东京Tokyo 热海 仙台Sendai 八户市Hachinohe 久慈市Kuji 青森市Aomori...,行程：城崎海岸>羽田机场>热海站>热海阳光海滩>伊豆高原>大室山>Omuro Highlands>仙台...,2024-09-16 出发,共7天,美食 中秋节 第一次,人均8000元,219张照片,这次从深圳到重庆的两日游，就像一场紧凑而又精彩纷呈的梦幻之旅。,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_434394088340dff5950cc10c15e39c9f.jpg_160x120x95_7b16a439.jpg,1.1万,0,0,0,0,https://travel.qunar.com/travelbook/note/7869144,共7天
梦里能到达的地方，我相信脚步也能到达&一个人的西藏之旅,eqgv7345,途经：拉萨>东莞,行程：布达拉宫>大昭寺>八廓街>住宿>小昭寺>西藏博物馆>《文成公主》大型史诗剧,2024-09-15 出发,共11天,第一次,人均7500元,108张照片,到这里，此次旅行全部结束了，我的第一次一个人旅行，怎么说呢，没有想象中孤单或是什么其他的负面情绪，反而觉得一个人旅行也有独特的感受，并且是积极向上的体验，除了看景之外，更多的是放空自己，看自己想看的景，听自己想听的历史，走自己想走的路，不必在意别人的感受，都说勇敢的人先享受世界，我希望我成为一个勇敢的自己，不仅先享受世界，还能打破舒适圈，让自己永远在路上。加油，期待下一个更好的自己！,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_ffac4f7efe9247f80ed8ad734ebcaa08.jpg_160x120x95_a4ff83d2.jpg,2984,0,0,0,0,https://travel.qunar.com/travelbook/note/7869066,共11天
包头～九寨沟,陌生人,途经：包头>九寨沟,行程：包头博物馆>机柯队长元宇宙9D影院科技馆(吾悦广场店),2024-09-27 出发,共15天,自驾 国庆,人均3000元,97张照片,9月30日（第四天）,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-mapi-img_283c076b75bbd50f4812ecfd4886d5aa.jpg_160x120x95_bf2922b3.jpg,6864,0,0,0,0,https://travel.qunar.com/travelbook/note/7869030,共15天
夏末的北疆之旅（续）,jswl9366,途经：伊犁>博乐>霍城>伊宁,行程：六星街>赛里木湖>果子沟>果子沟大桥>昭润大酒店>伊宁机场,2024-09-24 出发,共8天,暑假 夏季 第一次,人均10000元,128张照片,最后，附上我们此次的行程：,https://tr-osdcp.qunarzz.com/tr_osd_tr_hy/tr-osd-tr-space-img_42998ec015bcc91929981c7124321da9.jpg_160x120x95_de022597.jpg,4691,0,0,0,0,https://travel.qunar.com/travelbook/note/7868907,共8天
